0.0.0.0 0.255.255.255 ZZ
1.0.0.0 1.0.0.255 AU
1.1.1.0 1.1.1.255 AU
1.2.3.0 1.2.3.255 AU
1.4.0.0 1.4.0.255 AU
1.10.10.0 1.10.10.255 AU
1.12.0.0 1.15.255.255 CN
1.16.0.0 1.19.255.255 KR
1.22.0.0 1.23.255.255 IN
1.24.0.0 1.31.255.255 CN
1.34.0.0 1.35.255.255 TW
1.50.0.0 1.50.3.255 AP
1.50.8.0 1.50.8.255 AP
1.120.0.0 1.127.255.255 AU
1.128.0.0 1.159.255.255 AU
1.160.0.0 1.175.255.255 TW
1.200.0.0 1.200.3.255 AP
2.32.0.0 2.47.255.255 IT
2.80.0.0 2.83.255.255 PT
2.84.0.0 2.87.255.255 GR
2.88.0.0 2.91.255.255 SA
2.92.0.0 2.95.255.255 RU
2.96.0.0 2.103.255.255 GB
2.104.0.0 2.111.255.255 DK
2.112.0.0 2.119.255.255 IT
2.120.0.0 2.127.255.255 GB
3.0.0.0 3.255.255.255 US
4.0.0.0 4.255.255.255 US
6.0.0.0 6.255.255.255 US
7.0.0.0 7.255.255.255 US
8.0.0.0 8.255.255.255 US
9.0.0.0 9.255.255.255 US
10.0.0.0 10.255.255.255 ZZ
11.0.0.0 11.255.255.255 US
12.0.0.0 12.255.255.255 US
13.0.0.0 13.255.255.255 US
14.128.0.0 14.128.0.255 AP
14.191.0.0 14.191.3.255 AP
14.255.0.0 14.255.255.255 AP
15.0.0.0 15.255.255.255 US
16.0.0.0 16.255.255.255 US
17.0.0.0 17.255.255.255 US
18.0.0.0 18.255.255.255 US
19.0.0.0 19.255.255.255 US
20.0.0.0 20.255.255.255 US
21.0.0.0 21.255.255.255 US
22.0.0.0 22.255.255.255 US
24.0.0.0 24.15.255.255 US
24.16.0.0 24.23.255.255 US
24.24.0.0 24.29.255.255 US
24.30.0.0 24.30.95.255 US
24.30.96.0 24.30.127.255 US
24.30.128.0 24.30.223.255 US
24.30.224.0 24.30.255.255 US
24.31.32.0 24.31.255.255 US
24.32.0.0 24.32.255.255 US
24.33.0.0 24.33.255.255 US
24.34.0.0 24.34.255.255 US
24.35.0.0 24.35.127.255 US
24.36.0.0 24.36.255.255 CA
24.37.0.0 24.37.255.255 CA
24.38.0.0 24.38.127.255 US
24.38.128.0 24.38.143.255 US
24.38.144.0 24.38.159.255 CA
24.38.160.0 24.38.191.255 US
24.39.0.0 24.39.255.255 US
24.40.0.0 24.40.79.255 US
24.40.96.0 24.40.127.255 US
24.40.128.0 24.40.223.255 US
24.41.0.0 24.41.95.255 US
24.42.0.0 24.42.63.255 PR
24.42.64.0 24.42.127.255 US
24.42.128.0 24.42.255.255 US
24.43.0.0 24.43.255.255 US
24.44.0.0 24.47.255.255 US
24.48.128.0 24.48.159.255 US
24.48.160.0 24.48.175.255 US
24.48.176.0 24.48.191.255 CA
24.48.192.0 24.48.255.255 PR
24.49.0.0 24.49.31.255 US
24.49.32.0 24.49.63.255 US
24.49.64.0 24.49.95.255 US
24.49.96.0 24.49.127.255 US
24.49.128.0 24.49.143.255 US
24.49.144.0 24.49.159.255 US
24.49.160.0 24.49.175.255 US
24.49.176.0 24.49.191.255 US
24.49.224.0 24.49.255.255 CA
24.50.0.0 24.50.31.255 US
24.50.64.0 24.50.127.255 CA
24.50.128.0 24.50.143.255 US
24.50.144.0 24.50.159.255 US
24.50.192.0 24.50.255.255 PR
24.51.32.0 24.51.63.255 US
24.51.192.0 24.51.223.255 US
24.52.0.0 24.52.63.255 US
24.52.64.0 24.52.127.255 US
24.52.128.0 24.52.159.255 US
24.53.64.0 24.53.79.255 US
24.53.80.0 24.53.95.255 CA
24.53.128.0 24.53.191.255 US
24.53.224.0 24.53.239.255 CA
24.54.0.0 24.54.63.255 CA
24.54.96.0 24.54.127.255 US
24.54.128.0 24.54.191.255 US
24.54.192.0 24.54.255.255 PR
24.55.64.0 24.55.95.255 PR
24.55.160.0 24.55.191.255 PR
24.56.0.0 24.56.63.255 US
24.56.64.0 24.56.95.255 US
24.56.96.0 24.56.111.255 US
24.56.112.0 24.56.127.255 US
24.56.128.0 24.56.191.255 US
24.56.192.0 24.56.255.255 US
24.57.0.0 24.57.255.255 CA
24.58.0.0 24.59.255.255 US
24.60.0.0 24.63.255.255 US
24.64.0.0 24.71.255.255 CA
24.72.0.0 24.72.143.255 CA
24.72.144.0 24.72.159.255 US
24.72.160.0 24.72.191.255 US
24.72.192.0 24.72.223.255 US
24.72.224.0 24.72.255.255 US
24.73.0.0 24.73.255.255 US
24.74.0.0 24.74.255.255 US
24.75.0.0 24.75.111.255 US
24.75.128.0 24.75.143.255 US
24.75.160.0 24.75.175.255 US
24.76.0.0 24.79.255.255 CA
24.80.0.0 24.87.255.255 CA
24.88.0.0 24.88.255.255 US
24.89.0.0 24.89.31.255 US
24.89.32.0 24.89.63.255 US
24.89.64.0 24.89.127.255 CA
24.89.128.0 24.89.191.255 US
24.89.192.0 24.89.255.255 CA
24.90.0.0 24.90.255.255 US
24.91.0.0 24.91.255.255 US
24.92.0.0 24.92.143.255 US
24.92.160.0 24.95.255.255 US
24.96.0.0 24.96.255.255 US
24.97.0.0 24.97.255.255 US
24.98.0.0 24.99.255.255 US
24.100.0.0 24.100.191.255 US
24.101.0.0 24.101.255.255 US
24.102.0.0 24.102.63.255 CA
24.102.128.0 24.102.255.255 US
24.103.0.0 24.103.255.255 US
24.104.0.0 24.104.159.255 US
24.105.0.0 24.105.63.255 US
24.105.128.0 24.105.191.255 US
24.105.192.0 24.105.223.255 US
24.105.224.0 24.105.255.255 US
24.106.0.0 24.106.63.255 US
24.106.64.0 24.106.127.255 US
24.106.128.0 24.106.255.255 US
24.107.0.0 24.107.255.255 US
24.108.0.0 24.109.255.255 CA
24.110.0.0 24.110.255.255 US
24.111.0.0 24.111.255.255 US
24.112.0.0 24.112.127.255 US
24.112.128.0 24.112.255.255 US
24.113.0.0 24.113.255.255 US
24.114.0.0 24.114.127.255 CA
24.114.128.0 24.114.255.255 CA
24.115.0.0 24.115.255.255 US
24.116.0.0 24.117.255.255 US
24.118.0.0 24.118.255.255 US
24.119.0.0 24.119.255.255 US
24.120.0.0 24.120.255.255 US
24.121.0.0 24.121.255.255 US
24.122.0.0 24.122.255.255 CA
24.123.0.0 24.123.127.255 US
24.123.128.0 24.123.255.255 US
24.124.0.0 24.124.127.255 US
24.124.128.0 24.124.255.255 US
24.125.0.0 24.125.255.255 US
24.126.0.0 24.127.255.255 US
24.128.0.0 24.128.255.255 US
24.129.0.0 24.129.127.255 US
24.129.128.0 24.129.191.255 US
24.129.192.0 24.129.223.255 US
24.129.224.0 24.129.239.255 CA
24.130.0.0 24.130.127.255 US
24.130.128.0 24.130.191.255 US
24.130.192.0 24.130.223.255 US
24.130.224.0 24.130.255.255 US
24.131.0.0 24.131.127.255 US
24.131.128.0 24.131.191.255 US
24.131.192.0 24.131.255.255 US
24.132.0.0 24.132.127.255 NL
24.132.128.0 24.132.255.255 NL
24.136.0.0 24.136.31.255 US
24.136.32.0 24.136.63.255 US
24.136.64.0 24.136.95.255 US
24.136.96.0 24.136.127.255 US
24.136.128.0 24.136.255.255 US
24.137.0.0 24.137.31.255 US
24.137.32.0 24.137.47.255 CA
24.137.64.0 24.137.127.255 CA
24.137.128.0 24.137.191.255 US
24.137.192.0 24.137.223.255 CA
24.138.0.0 24.138.79.255 CA
24.138.96.0 24.138.127.255 CA
24.138.128.0 24.138.191.255 CA
24.138.192.0 24.138.255.255 PR
24.139.0.0 24.139.31.255 CA
24.139.32.0 24.139.63.255 US
24.139.64.0 24.139.127.255 PR
24.139.128.0 24.139.255.255 PR
24.140.0.0 24.140.223.255 US
24.141.0.0 24.141.255.255 CA
24.142.0.0 24.142.63.255 CA
24.142.96.0 24.142.127.255 US
24.143.0.0 24.143.31.255 US
24.143.32.0 24.143.63.255 US
24.143.64.0 24.143.127.255 US
24.143.192.0 24.143.223.255 US
24.143.224.0 24.143.255.255 US
24.144.0.0 24.144.63.255 US
24.144.64.0 24.144.127.255 US
24.144.128.0 24.144.255.255 US
24.145.0.0 24.145.127.255 US
24.145.128.0 24.145.255.255 US
24.146.0.0 24.146.31.255 CA
24.147.0.0 24.147.255.255 US
24.148.0.0 24.148.95.255 US
24.148.96.0 24.148.127.255 US
24.148.128.0 24.148.255.255 US
24.149.0.0 24.149.31.255 US
24.149.32.0 24.149.63.255 US
